,time,Date,sym,bid price(open),bid price(high),bid price(low),Bid Price,ask price(open),ask price(high),ask price(low),Ask Price
0,2020-01-06 02:19:59.875500+00:00,1/6/20,STOCK|XTKS|8473|,2273,2291,2253,2261.5476,2276,2292,2254,2264.4528
1,2020-01-06 02:29:59.927994+00:00,1/6/20,STOCK|XTKS|8473|,2273,2291,2253,2260.5478,2276,2292,2254,2262.4524
2,2020-01-06 02:30:00.059462+00:00,1/6/20,STOCK|XTKS|8473|,2273,2291,2253,2260.5478,2276,2292,2254,2263.4526
3,2020-01-06 03:39:54.914759+00:00,1/6/20,STOCK|XTKS|8473|,2273,2291,2253,2265.5468,2276,2292,2254,2267.4534
4,2020-01-06 03:49:54.109011+00:00,1/6/20,STOCK|XTKS|8473|,2273,2291,2253,2270.5458,2276,2292,2254,2272.4544
5,2020-01-06 03:59:51.301940+00:00,1/6/20,STOCK|XTKS|8473|,2273,2291,2253,2272.5454,2276,2292,2254,2274.4548
6,2020-01-06 04:09:46.971184+00:00,1/6/20,STOCK|XTKS|8473|,2273,2291,2253,2273.5452,2276,2292,2254,2275.455
7,2020-01-06 04:19:59.589116+00:00,1/6/20,STOCK|XTKS|8473|,2273,2291,2253,2274.545,2276,2292,2254,2276.4552
8,2020-01-06 04:29:59.269524+00:00,1/6/20,STOCK|XTKS|8473|,2273,2291,2253,2276.5446,2276,2292,2254,2278.4556
9,2020-01-06 04:39:52.057950+00:00,1/6/20,STOCK|XTKS|8473|,2273,2291,2253,2277.5444,2276,2292,2254,2279.4558
10,2020-01-06 04:49:38.263313+00:00,1/6/20,STOCK|XTKS|8473|,2273,2291,2253,2282.5434,2276,2292,2254,2284.4568
11,2020-01-06 04:59:59.973999+00:00,1/6/20,STOCK|XTKS|8473|,2273,2291,2253,2282.5434,2276,2292,2254,2284.4568
12,2020-01-06 05:09:57.809086+00:00,1/6/20,STOCK|XTKS|8473|,2273,2291,2253,2285.5428,2276,2292,2254,2287.4574
13,2020-01-06 05:19:54.125211+00:00,1/6/20,STOCK|XTKS|8473|,2273,2291,2253,2285.5428,2276,2292,2254,2288.4576
14,2020-01-06 05:29:56.889380+00:00,1/6/20,STOCK|XTKS|8473|,2273,2291,2253,2286.5426,2276,2292,2254,2288.4576
15,2020-01-06 05:39:58.330627+00:00,1/6/20,STOCK|XTKS|8473|,2273,2291,2253,2286.5426,2276,2292,2254,2288.4576
16,2020-01-06 05:49:59.427890+00:00,1/6/20,STOCK|XTKS|8473|,2273,2291,2253,2289.542,2276,2292,2254,2291.4582
17,2020-01-06 05:59:59.882315+00:00,1/6/20,STOCK|XTKS|8473|,2273,2291,2253,2281.5436,2276,2292,2254,2284.4568
18,2020-01-06 06:00:00.082343+00:00,1/6/20,STOCK|XTKS|8473|,2273,2291,2253,2280.5438,2276,2292,2254,2284.4568
19,2020-01-07 00:09:56.970589+00:00,1/7/20,STOCK|XTKS|8473|,2296,2405,2296,2334.533,2300,2406,2299,2337.4674
20,2020-01-07 00:19:59.977908+00:00,1/7/20,STOCK|XTKS|8473|,2296,2405,2296,2339.532,2300,2406,2299,2342.4684
21,2020-01-07 00:29:59.926600+00:00,1/7/20,STOCK|XTKS|8473|,2296,2405,2296,2350.5298,2300,2406,2299,2352.4704
22,2020-01-07 00:39:55.997046+00:00,1/7/20,STOCK|XTKS|8473|,2296,2405,2296,2360.5278,2300,2406,2299,2362.4724
23,2020-01-07 00:49:56.398634+00:00,1/7/20,STOCK|XTKS|8473|,2296,2405,2296,2358.5282,2300,2406,2299,2360.472
24,2020-01-07 00:59:54.568645+00:00,1/7/20,STOCK|XTKS|8473|,2296,2405,2296,2357.5284,2300,2406,2299,2359.4718
25,2020-01-07 01:09:52.601801+00:00,1/7/20,STOCK|XTKS|8473|,2296,2405,2296,2361.5276,2300,2406,2299,2364.4728
26,2020-01-07 01:19:56.750622+00:00,1/7/20,STOCK|XTKS|8473|,2296,2405,2296,2361.5276,2300,2406,2299,2364.4728
27,2020-01-07 01:29:57.990891+00:00,1/7/20,STOCK|XTKS|8473|,2296,2405,2296,2369.526,2300,2406,2299,2371.4742
28,2020-01-07 01:39:59.960168+00:00,1/7/20,STOCK|XTKS|8473|,2296,2405,2296,2390.5218,2300,2406,2299,2392.4784
29,2020-01-07 01:49:59.279973+00:00,1/7/20,STOCK|XTKS|8473|,2296,2405,2296,2389.522,2300,2406,2299,2391.4782
30,2020-01-07 01:59:59.595227+00:00,1/7/20,STOCK|XTKS|8473|,2296,2405,2296,2391.5216,2300,2406,2299,2393.4786
31,2020-01-07 02:09:58.091447+00:00,1/7/20,STOCK|XTKS|8473|,2296,2405,2296,2397.5204,2300,2406,2299,2400.48
32,2020-01-07 02:19:59.460603+00:00,1/7/20,STOCK|XTKS|8473|,2296,2405,2296,2398.5202,2300,2406,2299,2400.48
33,2020-01-07 02:29:59.996758+00:00,1/7/20,STOCK|XTKS|8473|,2296,2405,2296,2399.52,2300,2406,2299,2404.4808
34,2020-01-07 02:30:00.127715+00:00,1/7/20,STOCK|XTKS|8473|,2296,2405,2296,2398.5202,2300,2406,2299,2403.4806
35,2020-01-07 03:39:58.947274+00:00,1/7/20,STOCK|XTKS|8473|,2296,2405,2296,2387.5224,2300,2406,2299,2389.4778
36,2020-01-07 03:49:55.809839+00:00,1/7/20,STOCK|XTKS|8473|,2296,2405,2296,2396.5206,2300,2406,2299,2398.4796
37,2020-01-07 03:59:45.688627+00:00,1/7/20,STOCK|XTKS|8473|,2296,2405,2296,2398.5202,2300,2406,2299,2400.48
38,2020-01-07 04:09:59.657566+00:00,1/7/20,STOCK|XTKS|8473|,2296,2405,2296,2399.52,2300,2406,2299,2401.4802
39,2020-01-07 04:19:59.632135+00:00,1/7/20,STOCK|XTKS|8473|,2296,2405,2296,2399.52,2300,2406,2299,2401.4802
40,2020-01-07 04:29:44.368598+00:00,1/7/20,STOCK|XTKS|8473|,2296,2405,2296,2400.5198,2300,2406,2299,2402.4804
41,2020-01-07 04:39:39.428727+00:00,1/7/20,STOCK|XTKS|8473|,2296,2405,2296,2400.5198,2300,2406,2299,2402.4804
42,2020-01-07 04:49:56.588941+00:00,1/7/20,STOCK|XTKS|8473|,2296,2405,2296,2398.5202,2300,2406,2299,2400.48
43,2020-01-07 04:59:58.856044+00:00,1/7/20,STOCK|XTKS|8473|,2296,2405,2296,2399.52,2300,2406,2299,2401.4802
44,2020-01-07 05:09:46.779818+00:00,1/7/20,STOCK|XTKS|8473|,2296,2405,2296,2400.5198,2300,2406,2299,2402.4804
45,2020-01-07 05:19:58.513331+00:00,1/7/20,STOCK|XTKS|8473|,2296,2405,2296,2402.5194,2300,2406,2299,2404.4808
46,2020-01-07 05:29:58.908876+00:00,1/7/20,STOCK|XTKS|8473|,2296,2405,2296,2403.5192,2300,2406,2299,2405.481
47,2020-01-07 05:39:59.990909+00:00,1/7/20,STOCK|XTKS|8473|,2296,2405,2296,2401.5196,2300,2406,2299,2403.4806
48,2020-01-07 05:49:59.959213+00:00,1/7/20,STOCK|XTKS|8473|,2296,2405,2296,2401.5196,2300,2406,2299,2403.4806
49,2020-01-07 05:59:59.757753+00:00,1/7/20,STOCK|XTKS|8473|,2296,2405,2296,2401.5196,2300,2406,2299,2404.4808
50,2020-01-07 06:00:00.095032+00:00,1/7/20,STOCK|XTKS|8473|,2296,2405,2296,2401.5196,2300,2406,2299,2405.481
51,2020-01-08 00:09:58.766395+00:00,1/8/20,STOCK|XTKS|8473|,2377,2400,2352,2387.5224,2379,2402,2354,2391.4782
52,2020-01-08 00:19:56.036815+00:00,1/8/20,STOCK|XTKS|8473|,2377,2400,2352,2375.5248,2379,2402,2354,2377.4754
53,2020-01-08 00:29:58.015298+00:00,1/8/20,STOCK|XTKS|8473|,2377,2400,2352,2376.5246,2379,2402,2354,2379.4758
54,2020-01-08 00:39:55.974087+00:00,1/8/20,STOCK|XTKS|8473|,2377,2400,2352,2363.5272,2379,2402,2354,2365.473
55,2020-01-08 00:49:59.900240+00:00,1/8/20,STOCK|XTKS|8473|,2377,2400,2352,2360.5278,2379,2402,2354,2362.4724
56,2020-01-08 00:59:59.809093+00:00,1/8/20,STOCK|XTKS|8473|,2377,2400,2352,2363.5272,2379,2402,2354,2366.4732
57,2020-01-08 01:09:57.894381+00:00,1/8/20,STOCK|XTKS|8473|,2377,2400,2352,2360.5278,2379,2402,2354,2362.4724
58,2020-01-08 01:19:58.027067+00:00,1/8/20,STOCK|XTKS|8473|,2377,2400,2352,2363.5272,2379,2402,2354,2365.473
59,2020-01-08 01:29:36.016765+00:00,1/8/20,STOCK|XTKS|8473|,2377,2400,2352,2359.528,2379,2402,2354,2361.4722
60,2020-01-08 01:39:58.527627+00:00,1/8/20,STOCK|XTKS|8473|,2377,2400,2352,2360.5278,2379,2402,2354,2362.4724
61,2020-01-08 01:49:59.094285+00:00,1/8/20,STOCK|XTKS|8473|,2377,2400,2352,2364.527,2379,2402,2354,2367.4734
62,2020-01-08 01:59:57.726753+00:00,1/8/20,STOCK|XTKS|8473|,2377,2400,2352,2361.5276,2379,2402,2354,2364.4728
63,2020-01-08 02:09:59.684354+00:00,1/8/20,STOCK|XTKS|8473|,2377,2400,2352,2370.5258,2379,2402,2354,2373.4746
64,2020-01-08 02:19:53.493195+00:00,1/8/20,STOCK|XTKS|8473|,2377,2400,2352,2372.5254,2379,2402,2354,2374.4748
65,2020-01-08 02:29:59.015543+00:00,1/8/20,STOCK|XTKS|8473|,2377,2400,2352,2370.5258,2379,2402,2354,2373.4746
66,2020-01-08 02:30:00.063793+00:00,1/8/20,STOCK|XTKS|8473|,2377,2400,2352,2370.5258,2379,2402,2354,2373.4746
67,2020-01-08 03:39:59.312515+00:00,1/8/20,STOCK|XTKS|8473|,2377,2400,2352,2374.525,2379,2402,2354,2377.4754
68,2020-01-08 03:49:58.606984+00:00,1/8/20,STOCK|XTKS|8473|,2377,2400,2352,2380.5238,2379,2402,2354,2382.4764
69,2020-01-08 03:59:40.270157+00:00,1/8/20,STOCK|XTKS|8473|,2377,2400,2352,2388.5222,2379,2402,2354,2390.478
70,2020-01-08 04:09:50.322475+00:00,1/8/20,STOCK|XTKS|8473|,2377,2400,2352,2390.5218,2379,2402,2354,2392.4784
71,2020-01-08 04:19:59.565555+00:00,1/8/20,STOCK|XTKS|8473|,2377,2400,2352,2388.5222,2379,2402,2354,2391.4782
72,2020-01-08 04:29:59.065476+00:00,1/8/20,STOCK|XTKS|8473|,2377,2400,2352,2385.5228,2379,2402,2354,2388.4776
73,2020-01-08 04:39:54.111673+00:00,1/8/20,STOCK|XTKS|8473|,2377,2400,2352,2386.5226,2379,2402,2354,2388.4776
74,2020-01-08 04:49:57.787321+00:00,1/8/20,STOCK|XTKS|8473|,2377,2400,2352,2382.5234,2379,2402,2354,2384.4768
75,2020-01-08 04:59:54.434071+00:00,1/8/20,STOCK|XTKS|8473|,2377,2400,2352,2379.524,2379,2402,2354,2381.4762
76,2020-01-08 05:09:58.692298+00:00,1/8/20,STOCK|XTKS|8473|,2377,2400,2352,2381.5236,2379,2402,2354,2383.4766
77,2020-01-08 05:19:58.319753+00:00,1/8/20,STOCK|XTKS|8473|,2377,2400,2352,2383.5232,2379,2402,2354,2386.4772
78,2020-01-08 05:29:51.526792+00:00,1/8/20,STOCK|XTKS|8473|,2377,2400,2352,2382.5234,2379,2402,2354,2384.4768
79,2020-01-08 05:39:56.967757+00:00,1/8/20,STOCK|XTKS|8473|,2377,2400,2352,2386.5226,2379,2402,2354,2388.4776
80,2020-01-08 05:49:59.244524+00:00,1/8/20,STOCK|XTKS|8473|,2377,2400,2352,2386.5226,2379,2402,2354,2388.4776
81,2020-01-08 05:59:59.015231+00:00,1/8/20,STOCK|XTKS|8473|,2377,2400,2352,2386.5226,2379,2402,2354,2389.4778
82,2020-01-09 00:09:57.446591+00:00,1/9/20,STOCK|XTKS|8473|,2430,2442,2390,2440.5118,2431,2444,2391,2443.4886
83,2020-01-09 00:19:59.997156+00:00,1/9/20,STOCK|XTKS|8473|,2430,2442,2390,2427.5144,2431,2444,2391,2430.486
84,2020-01-09 00:29:59.254465+00:00,1/9/20,STOCK|XTKS|8473|,2430,2442,2390,2427.5144,2431,2444,2391,2429.4858
85,2020-01-09 00:39:59.458436+00:00,1/9/20,STOCK|XTKS|8473|,2430,2442,2390,2431.5136,2431,2444,2391,2434.4868
86,2020-01-09 00:49:59.026600+00:00,1/9/20,STOCK|XTKS|8473|,2430,2442,2390,2429.514,2431,2444,2391,2432.4864
87,2020-01-09 00:59:57.531504+00:00,1/9/20,STOCK|XTKS|8473|,2430,2442,2390,2428.5142,2431,2444,2391,2430.486
88,2020-01-09 01:09:52.403682+00:00,1/9/20,STOCK|XTKS|8473|,2430,2442,2390,2426.5146,2431,2444,2391,2428.4856
89,2020-01-09 01:19:49.419690+00:00,1/9/20,STOCK|XTKS|8473|,2430,2442,2390,2426.5146,2431,2444,2391,2428.4856
90,2020-01-09 01:29:59.133806+00:00,1/9/20,STOCK|XTKS|8473|,2430,2442,2390,2428.5142,2431,2444,2391,2430.486
91,2020-01-09 01:39:57.474339+00:00,1/9/20,STOCK|XTKS|8473|,2430,2442,2390,2431.5136,2431,2444,2391,2433.4866
92,2020-01-09 01:49:58.022576+00:00,1/9/20,STOCK|XTKS|8473|,2430,2442,2390,2425.5148,2431,2444,2391,2427.4854
93,2020-01-09 01:59:38.488011+00:00,1/9/20,STOCK|XTKS|8473|,2430,2442,2390,2416.5166,2431,2444,2391,2418.4836
94,2020-01-09 02:09:55.259367+00:00,1/9/20,STOCK|XTKS|8473|,2430,2442,2390,2411.5176,2431,2444,2391,2413.4826
95,2020-01-09 02:19:55.031187+00:00,1/9/20,STOCK|XTKS|8473|,2430,2442,2390,2412.5174,2431,2444,2391,2414.4828
96,2020-01-09 02:29:59.887228+00:00,1/9/20,STOCK|XTKS|8473|,2430,2442,2390,2411.5176,2431,2444,2391,2414.4828
97,2020-01-09 02:30:00.070359+00:00,1/9/20,STOCK|XTKS|8473|,2430,2442,2390,2411.5176,2431,2444,2391,2414.4828
98,2020-01-09 03:39:57.324465+00:00,1/9/20,STOCK|XTKS|8473|,2430,2442,2390,2405.5188,2431,2444,2391,2407.4814
99,2020-01-09 03:49:55.052913+00:00,1/9/20,STOCK|XTKS|8473|,2430,2442,2390,2409.518,2431,2444,2391,2411.4822
100,2020-01-09 03:59:52.736409+00:00,1/9/20,STOCK|XTKS|8473|,2430,2442,2390,2405.5188,2431,2444,2391,2407.4814